CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2024-20404,"A vulnerability in the web-based management interface of Cisco Finesse could allow an unauthenticated, remote attacker to conduct an SSRF attack on an affected system.
 This vulnerability is due to insufficient validation of user-supplied input for specific HTTP requests that are sent to an affected system. An attacker could exploit this vulnerability by sending a crafted HTTP request to the affected device. A successful exploit could allow the attacker to obtain limited sensitive information for services that are associated to the affected device.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,CWE-918,"https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-ssrf-rfi-Um7wT8Ew, https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-finesse-ssrf-rfi-Um7wT8Ew",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-4851,"A Server-Side Request Forgery (SSRF) vulnerability exists in the stangirard/quivr application, version 0.0.204, which allows attackers to access internal networks. The vulnerability is present in the crawl endpoint where the 'url' parameter can be manipulated to send HTTP requests to arbitrary URLs, thereby facilitating SSRF attacks. The affected code is located in the backend/routes/crawl_routes.py file, specifically within the crawl_endpoint function. This issue could allow attackers to interact with internal services that are accessible from the server hosting the application.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,CWE-918,"https://huntr.com/bounties/b6011986-954a-47da-a60c-fc7aebc8005d, https://huntr.com/bounties/b6011986-954a-47da-a60c-fc7aebc8005d",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-37164,"Computer Vision Annotation Tool (CVAT) is an interactive video and image annotation tool for computer vision. CVAT allows users to supply custom endpoint URLs for cloud storages based on Amazon S3 and Azure Blob Storage. Starting in version 2.1.0 and prior to version 2.14.3, an attacker with a CVAT account can exploit this feature by specifying URLs whose host part is an intranet IP address or an internal domain name. By doing this, the attacker may be able to probe the network that the CVAT backend runs in for HTTP(S) servers. In addition, if there is a web server on this network that is sufficiently API-compatible with an Amazon S3 or Azure Blob Storage endpoint, and either allows anonymous access, or allows authentication with credentials that are known by the attacker, then the attacker may be able to create a cloud storage linked to this server. They may then be able to list files on the server; extract files from the server, if these files are of a type that CVAT supports reading from cloud storage (media data (such as images/videos/archives), importable annotations or datasets, task/project backups); and/or overwrite files on this server with exported annotations/datasets/backups. The exact capabilities of the attacker will depend on how the internal server is configured. Users should upgrade to CVAT 2.14.3 to receive a patch. In this release, the existing SSRF mitigation measures are applied to requests to cloud providers, with access to intranet IP addresses prohibited by default. Some workarounds are also available. One may use network security solutions such as virtual networks or firewalls to prohibit network access from the CVAT backend to unrelated servers on your internal network and/or require authentication for access to internal servers.",HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N,CWE-918,"https://github.com/cvat-ai/cvat/commit/f2346934c80bd91740f55c2788ef7d535a291d4c, https://github.com/cvat-ai/cvat/security/advisories/GHSA-q684-4jjh-83g6, https://github.com/cvat-ai/cvat/commit/f2346934c80bd91740f55c2788ef7d535a291d4c, https://github.com/cvat-ai/cvat/security/advisories/GHSA-q684-4jjh-83g6",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-37818,"Strapi v4.24.4 was discovered to contain a Server-Side Request Forgery (SSRF) via the component /strapi.io/_next/image. This vulnerability allows attackers to scan for open ports or access sensitive information via a crafted GET request. NOTE: The Strapi Development Community argues that this issue is not valid. They contend that ""the strapi/admin was wrongly attributed a flaw that only pertains to the strapi.io website, and which, at the end of the day, does not pose any real SSRF risk to applications that make use of the Strapi library.""",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CWE-918,"https://medium.com/%40barkadevaibhav491/server-side-request-forgery-in-strapi-e02d5fe218ab, https://strapi.io/, https://medium.com/%40barkadevaibhav491/server-side-request-forgery-in-strapi-e02d5fe218ab, https://strapi.io/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-45195,"Adminer and AdminerEvo are vulnerable to SSRF via database connection fields. This could allow an unauthenticated remote attacker to enumerate or access systems the attacker would not otherwise have access to. Adminer is no longer supported, but this issue was fixed in AdminerEvo version 4.8.4.",N/A,N/A,N/A,CWE-918,"https://github.com/adminerevo/adminerevo/pull/102/commits/18f3167bbcbec3bc746f62db72e016aa99144efc, https://github.com/adminerevo/adminerevo/pull/102/commits/18f3167bbcbec3bc746f62db72e016aa99144efc",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-5015,"In WhatsUp Gold versions released before 2023.1.3, an authenticated SSRF vulnerability in Wug.UI.Areas.Wug.Controllers.SessionControler.Update allows a low privileged user to chain this SSRF with an Improper Access Control vulnerability. This can be used to escalate privileges to Admin.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,CWE-918,"https://community.progress.com/s/article/WhatsUp-Gold-Security-Bulletin-June-2024, https://www.progress.com/network-monitoring, https://community.progress.com/s/article/WhatsUp-Gold-Security-Bulletin-June-2024, https://www.progress.com/network-monitoring",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-34580,"Apache XML Security for C++ through 2.0.4 implements the XML Signature Syntax and Processing (XMLDsig) specification without protection against an SSRF payload in a KeyInfo element. NOTE: the project disputes this CVE Record on the grounds that any vulnerabilities are the result of a failure to configure XML Security for C++ securely. Even when avoiding this particular issue, any use of this library would need considerable additional code and a deep understanding of the standards and protocols involved to arrive at a secure implementation for any particular use case. We recommend against continued direct use of this library.",MEDIUM,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CWE-918,"https://cloud.google.com/blog/topics/threat-intelligence/apache-library-allows-server-side-request-forgery, https://github.com/zmanion/Vulnerabilities/blob/main/CVE-2024-21893.md, https://lists.apache.org/thread/po2gocnw4gtf4boy5mmjb54g62qhbrl9, https://santuario.apache.org/download.html, https://shibboleth.atlassian.net/wiki/spaces/DEV/pages/3726671873/Santuario, https://www.sonatype.com/blog/the-exploited-ivanti-connect-ssrf-vulnerability-stems-from-xmltooling-oss-library, https://cloud.google.com/blog/topics/threat-intelligence/apache-library-allows-server-side-request-forgery, https://github.com/zmanion/Vulnerabilities/blob/main/CVE-2024-21893.md, https://santuario.apache.org/download.html, https://www.sonatype.com/blog/the-exploited-ivanti-connect-ssrf-vulnerability-stems-from-xmltooling-oss-library",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-34581,"The W3C XML Signature Syntax and Processing (XMLDsig) specification, starting with 1.0, was originally published with a ""RetrievalMethod is a URI ... that may be used to obtain key and/or certificate information"" statement and no accompanying information about SSRF risks, and this may have contributed to vulnerable implementations such as those discussed in CVE-2023-36661 and CVE-2024-21893. NOTE: this was mitigated in 1.1 and 2.0 via a directly referenced Best Practices document that calls on implementers to be wary of SSRF.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,CWE-918,"https://github.com/zmanion/Vulnerabilities/blob/main/CVE-2024-21893.md, https://www.w3.org/Signature/Drafts/WD-xmldsig-core-200003plc/, https://www.w3.org/TR/2013/NOTE-xmldsig-bestpractices-20130411/, https://www.w3.org/TR/xmldsig-core1/, https://www.w3.org/TR/xmldsig-core2/, https://github.com/zmanion/Vulnerabilities/blob/main/CVE-2024-21893.md, https://www.w3.org/Signature/Drafts/WD-xmldsig-core-200003plc/, https://www.w3.org/TR/2013/NOTE-xmldsig-bestpractices-20130411/, https://www.w3.org/TR/xmldsig-core1/, https://www.w3.org/TR/xmldsig-core2/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-38514,"NextChat is a cross-platform ChatGPT/Gemini UI. There is a Server-Side Request Forgery (SSRF) vulnerability due to a lack of validation of the `endpoint` GET parameter on the WebDav API endpoint. This SSRF can be used to perform arbitrary HTTPS request from the vulnerable instance (MKCOL, PUT and GET methods supported), or to target NextChat users and make them execute arbitrary JavaScript code in their browser. This vulnerability has been patched in version 2.12.4.
",HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web/commit/dad122199a85c2f12277593973e1784b212adf5e, https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web/security/advisories/GHSA-gph5-rx77-3pjg, https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web/commit/dad122199a85c2f12277593973e1784b212adf5e, https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web/security/advisories/GHSA-gph5-rx77-3pjg",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-38472,"SSRF in Apache HTTP Server on Windows allows to potentially leak NTLM hashes to a malicious server via SSRF and malicious requests or content 
Users are recommended to upgrade to version 2.4.60 which fixes this issue.  Note: Existing configurations that access UNC paths will have to configure new directive ""UNCList"" to allow access during request processing.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://httpd.apache.org/security/vulnerabilities_24.html, http://www.openwall.com/lists/oss-security/2024/07/01/5, https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240712-0001/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-38476,"Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure, SSRF or local script execution via backend applications whose response headers are malicious or exploitable.

Users are recommended to upgrade to version 2.4.60, which fixes this issue.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-829,"https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240712-0001/, http://www.openwall.com/lists/oss-security/2024/07/01/9, https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240712-0001/",External SSRF,"Limit SSRF exposure by restricting external calls, use network segmentation"
CVE-2024-39573,"Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe RewriteRules to unexpectedly setup URL's to be handled by mod_proxy.
Users are recommended to upgrade to version 2.4.60, which fixes this issue.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-20,"https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240712-0001/, http://www.openwall.com/lists/oss-security/2024/07/01/11, https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240712-0001/",External SSRF,Implement strict input validation to prevent unexpected behavior
CVE-2024-6524,A vulnerability was found in ShopXO up to 6.1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file extend/base/Uploader.php. The manipulation of the argument source leads to server-side request forgery. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-270367. NOTE: The original disclosure confuses CSRF with SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,CWE-918,"https://github.com/J1rrY-learn/learn/blob/main/shopxo_ssrf.md, https://vuldb.com/?ctiid.270367, https://vuldb.com/?id.270367, https://vuldb.com/?submit.365173, https://github.com/J1rrY-learn/learn/blob/main/shopxo_ssrf.md, https://vuldb.com/?ctiid.270367, https://vuldb.com/?id.270367, https://vuldb.com/?submit.365173",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-29319,Volmarg Personal Management System 1.4.64 is vulnerable to SSRF (Server Side Request Forgery) via uploading a SVG file. The server can make unintended HTTP and DNS requests to a server that the attacker controls.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://github.com/b-hermes/vulnerability-research/tree/main/CVE-2024-29319, https://github.com/b-hermes/vulnerability-research/tree/main/CVE-2024-29319",DNS Rebinding SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-39699,"Directus is a real-time API and App dashboard for managing SQL database content. There was already a reported SSRF vulnerability via file import. It was fixed by resolving all DNS names and checking if the requested IP is an internal IP address. However it is possible to bypass this security measure and execute a SSRF using redirects. Directus allows redirects when importing file from the URL and does not check the result URL. Thus, it is possible to execute a request to an internal IP, for example to 127.0.0.1. However, it is blind SSRF, because Directus also uses response interception technique to get the information about the connect from the socket directly and it does not show a response if the IP address is internal. This vulnerability is fixed in 10.9.3.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N,CWE-918,"https://github.com/directus/directus/commit/d577b44231c0923aca99cac5770fd853801caee1, https://github.com/directus/directus/security/advisories/GHSA-8p72-rcq4-h6pw, https://github.com/directus/directus/commit/d577b44231c0923aca99cac5770fd853801caee1, https://github.com/directus/directus/security/advisories/GHSA-8p72-rcq4-h6pw",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-40632,"Linkerd is an open source, ultralight, security-first service mesh for Kubernetes. In affected versions when the application being run by linkerd is susceptible to SSRF, an attacker could potentially trigger a denial-of-service (DoS) attack by making requests to localhost:4191/shutdown. Linkerd could introduce an optional environment variable to control a token that must be passed as a header. Linkerd should reject shutdown requests that do not include this header. This issue has been addressed in release version edge-24.6.2 and all users are advised to upgrade. There are no known workarounds for this vulnerability.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-918,"https://github.com/linkerd/linkerd2-proxy/blob/46957de49f25fd4661af7b7c52659148f4d6dd27/linkerd/app/admin/src/server.rs, https://github.com/linkerd/linkerd2/commit/35fb2d6d11ef6520ae516dd717790529f85224fa, https://github.com/linkerd/linkerd2/security/advisories/GHSA-6v94-gj6x-jqj7, https://github.com/linkerd/linkerd2-proxy/blob/46957de49f25fd4661af7b7c52659148f4d6dd27/linkerd/app/admin/src/server.rs, https://github.com/linkerd/linkerd2/commit/35fb2d6d11ef6520ae516dd717790529f85224fa, https://github.com/linkerd/linkerd2/security/advisories/GHSA-6v94-gj6x-jqj7",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-31456,"There is an SSRF vulnerability in the Fluid Topics platform that affects versions prior to 4.3, where the server can be forced to make arbitrary requests to internal and external resources by an authenticated user.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,CWE-918,"https://antidot.net/blog/, https://doc.fluidtopics.com/r/Fluid-Topics-Release-Notes/June-10th-2024, https://antidot.net/blog/, https://doc.fluidtopics.com/r/Fluid-Topics-Release-Notes/June-10th-2024",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-40898,"SSRF in Apache HTTP Server on Windows with mod_rewrite in server/vhost context, allows to potentially leak NTML hashes to a malicious server via SSRF and malicious requests.

Users are recommended to upgrade to version 2.4.62 which fixes this issue. ",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://httpd.apache.org/security/vulnerabilities_24.html, http://www.openwall.com/lists/oss-security/2024/07/17/7, https://httpd.apache.org/security/vulnerabilities_24.html, https://security.netapp.com/advisory/ntap-20240808-0006/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-29736,"A SSRF vulnerability in WADL service description in versions of Apache CXF before 4.0.5, 3.6.4 and 3.5.9 allows an attacker to perform SSRF style attacks on REST webservices. The attack only applies if a custom stylesheet parameter is configured.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"https://lists.apache.org/thread/4jtpsswn2r6xommol54p5mg263ysgdw2, http://www.openwall.com/lists/oss-security/2024/07/18/2, https://lists.apache.org/thread/4jtpsswn2r6xommol54p5mg263ysgdw2, https://security.netapp.com/advisory/ntap-20241115-0003/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-4260,"The Page Builder Gutenberg Blocks  WordPress plugin before 3.1.12 does not prevent users from pinging arbitrary hosts via some of its shortcodes, which could allow high privilege users such as contributors to perform SSRF attacks.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,N/A,"https://wpscan.com/vulnerability/69f33e20-8ff4-491c-8f37-a4eadd4ea8cf/, https://wpscan.com/vulnerability/69f33e20-8ff4-491c-8f37-a4eadd4ea8cf/",External SSRF,"General SSRF Mitigation: Validate and sanitize all URLs, restrict network access, and enforce security controls."
CVE-2024-41664,"Canarytokens help track activity and actions on a network. Prior to `sha-8ea5315`, Canarytokens.org was vulnerable to a blind SSRF in the Webhook alert feature. When a Canarytoken is created, users choose to receive alerts either via email or via a webhook. If a webhook is supplied when a  Canarytoken is first created, the site will make a test request to the supplied URL to ensure it accepts alert notification HTTP requests. No safety checks were performed on the URL, leading to a Server-Side Request Forgery vulnerability. The SSRF is Blind because the content of the response is not displayed to the creating user; they are simply told whether an error occurred in making the test request. Using the Blind SSRF, it was possible to map out open ports for IPs inside the Canarytokens.org infrastructure. This issue is now patched on Canarytokens.org. Users of self-hosted Canarytokens installations can update by pulling the latest Docker image, or any Docker image after `sha-097d91a`.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CWE-918,"https://github.com/thinkst/canarytokens/security/advisories/GHSA-g6h5-pf7p-qmvj, https://github.com/thinkst/canarytokens/security/advisories/GHSA-g6h5-pf7p-qmvj",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-42352,"Nuxt is a free and open-source framework to create full-stack web applications and websites with Vue.js. `nuxt/icon` provides an API to allow client side icon lookup. This endpoint is at `/api/_nuxt_icon/[name]`. The proxied request path is improperly parsed, allowing an attacker to change the scheme and host of the request. This leads to SSRF, and could potentially lead to sensitive data exposure. The `new URL` constructor is used to parse the final path. This constructor can be passed a relative scheme or path in order to change the host the request is sent to. This constructor is also very tolerant of poorly formatted URLs. As a result we can pass a path prefixed with the string `http:`. This has the effect of changing the scheme to HTTP. We can then subsequently pass a new host, for example `http:127.0.0.1:8080`. This would allow us to send requests to a local server. This issue has been addressed in release version 1.4.5 and all users are advised to upgrade. There are no known workarounds for this vulnerability.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,CWE-918,https://github.com/nuxt/icon/security/advisories/GHSA-cxgv-px37-4mp2,Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-39338,axios 1.7.2 allows SSRF via unexpected behavior where requests for path relative URLs get processed as protocol relative URLs.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://github.com/axios/axios/releases, https://jeffhacks.com/advisories/2024/06/24/CVE-2024-39338.html",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-6586,"Lightdash version 0.1024.6 allows users with the necessary permissions, such as Administrator or Editor, to create and share dashboards. A dashboard that contains HTML elements which point to a threat actor controlled source can trigger an SSRF request when exported, via a POST request to /api/v1/dashboards//export. The forged request contains the value of the exporting user’s session token. A threat actor could obtain the session token of any user who exports the dashboard. The obtained session token can be used to perform actions as the victim on the application, resulting in session takeover.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,CWE-201,"https://github.com/google/security-research/security/advisories/GHSA-4h7x-6vxh-7hjf, https://github.com/lightdash/lightdash, https://github.com/lightdash/lightdash/pull/9295, https://github.com/lightdash/lightdash/releases/tag/0.1027.2, https://patch-diff.githubusercontent.com/raw/lightdash/lightdash/pull/9295.patch, https://www.cve.org/CVERecord?id=CVE-2024-6586",External SSRF,Limit the exposure of sensitive information in error messages
CVE-2024-40718,A server side request forgery vulnerability allows a low-privileged user to perform local privilege escalation through exploiting an SSRF vulnerability.,N/A,N/A,N/A,CWE-918,https://www.veeam.com/kb4649,External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-37229,Loftware Spectrum before 5.1 allows SSRF.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-918,"https://code-white.com, https://code-white.com/public-vulnerability-list/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2023-37230,Loftware Spectrum (testDeviceConnection) before 5.1 allows SSRF.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,CWE-918,"https://code-white.com, https://code-white.com/public-vulnerability-list/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-47049,"The czim/file-handling package before 1.5.0 and 2.x before 2.3.0 (used with PHP Composer) does not properly validate URLs within makeFromUrl and makeFromAny, leading to SSRF, and to directory traversal for the reading of local files.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,CWE-22,https://github.com/czim/file-handling/blob/2.3.0/SECURITY.md,External SSRF,Prevent path traversal by validating and sanitizing input paths
CVE-2024-47222,New Cloud MyOffice SDK Collaborative Editing Server 2.2.2 through 2.8 allows SSRF via manipulation of requests from external document storage via the MS-WOPI protocol.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://myoffice.ru/, https://support.myoffice.ru/products/myoffice-sdk/",Cloud-Based SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-45843,"Mattermost versions 9.5.x <= 9.5.8 fail to include the metadata endpoints of Oracle Cloud and Alibaba in the SSRF denylist, which allows an attacker to possibly cause an SSRF if Mattermost was deployed in Oracle Cloud or Alibaba.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,https://mattermost.com/security-updates,Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-8977,"An issue has been discovered in GitLab EE affecting all versions starting from 15.10 prior to 17.2.9, from 17.3 prior to 17.3.5, and from 17.4 prior to 17.4.2. Instances with Product Analytics Dashboard configured and enabled could be vulnerable to SSRF attacks.",HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N,CWE-918,"https://gitlab.com/gitlab-org/gitlab/-/issues/491060, https://hackerone.com/reports/2697456",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-47167,"Gradio is an open-source Python package designed for quick prototyping. This vulnerability relates to **Server-Side Request Forgery (SSRF)** in the `/queue/join` endpoint. Gradio’s `async_save_url_to_cache` function allows attackers to force the Gradio server to send HTTP requests to user-controlled URLs. This could enable attackers to target internal servers or services within a local network and possibly exfiltrate data or cause unwanted internal requests. Additionally, the content from these URLs is stored locally, making it easier for attackers to upload potentially malicious files to the server. This impacts users deploying Gradio servers that use components like the Video component which involve URL fetching. Users are advised to upgrade to `gradio>=5` to address this issue.  As a workaround, users can disable or heavily restrict URL-based inputs in their Gradio applications to trusted domains only. Additionally, implementing stricter URL validation (such as allowinglist-based validation) and ensuring that local or internal network addresses cannot be requested via the `/queue/join` endpoint can help mitigate the risk of SSRF attacks.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,https://github.com/gradio-app/gradio/security/advisories/GHSA-576c-3j53-r9jj,Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-6763,"Eclipse Jetty is a lightweight, highly scalable, Java-based web server and Servlet engine . It includes a utility class, HttpURI, for URI/URL parsing.

The HttpURI class does insufficient validation on the authority segment of a URI.  However the behaviour of HttpURI
 differs from the common browsers in how it handles a URI that would be 
considered invalid if fully validated against the RRC.  Specifically HttpURI
 and the browser may differ on the value of the host extracted from an 
invalid URI and thus a combination of Jetty and a vulnerable browser may
 be vulnerable to a open redirect attack or to a SSRF attack if the URI 
is used after passing validation checks.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,CWE-1286,"https://github.com/jetty/jetty.project/pull/12012, https://github.com/jetty/jetty.project/security/advisories/GHSA-qh8g-58pp-2wxh, https://gitlab.eclipse.org/security/cve-assignement/-/issues/25",External SSRF,Ensure proper authorization and access control for user actions
CVE-2024-45518,"An issue was discovered in Zimbra Collaboration (ZCS) 10.1.x before 10.1.1, 10.0.x before 10.0.9, 9.0.0 before Patch 41, and 8.8.15 before Patch 46. It allows authenticated users to exploit Server-Side Request Forgery (SSRF) due to improper input sanitization and misconfigured domain whitelisting. This issue permits unauthorized HTTP requests to be sent to internal services, which can lead to Remote Code Execution (RCE) by chaining Command Injection within the internal service. When combined with existing XSS vulnerabilities, this SSRF issue can further facilitate Remote Code Execution (RCE).",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://wiki.zimbra.com/wiki/Security_Center, https://wiki.zimbra.com/wiki/Zimbra_Releases/10.0.9#Security_Fixes, https://wiki.zimbra.com/wiki/Zimbra_Releases/10.1.1#Security_Fixes, https://wiki.zimbra.com/wiki/Zimbra_Releases/8.8.15/P46#Security_Fixes, https://wiki.zimbra.com/wiki/Zimbra_Releases/9.0.0/P41#Security_Fixes, https://wiki.zimbra.com/wiki/Zimbra_Responsible_Disclosure_Policy, https://wiki.zimbra.com/wiki/Zimbra_Security_Advisories",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-51242,A Server-Side Request Forgery (SSRF) vulnerability has been identified in eladmin 2.7 and earlier in ServerDeployController.java. The manipulation of the HTTP Body ip parameter leads to SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,CWE-918,https://github.com/shadia0/Patienc/blob/main/eladmin_ssrf.md,External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2024-21510,"Versions of the package sinatra from 0.0.0 are vulnerable to Reliance on Untrusted Inputs in a Security Decision via the X-Forwarded-Host (XFH) header. When making a request to a method with redirect applied, it is possible to trigger an Open Redirect Attack by inserting an arbitrary address into this header. If used for caching purposes, such as with servers like Nginx, or as a reverse proxy, without handling the X-Forwarded-Host header, attackers can potentially exploit Cache Poisoning or Routing-based SSRF.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,CWE-807,"https://github.com/sinatra/sinatra/blob/b626e2d82c23b4fde0b51782fd32ca27ccde1d1a/lib/sinatra/base.rb%23L319, https://github.com/sinatra/sinatra/blob/b626e2d82c23b4fde0b51782fd32ca27ccde1d1a/lib/sinatra/base.rb%23L323C1-L343C17, https://github.com/sinatra/sinatra/pull/2010, https://security.snyk.io/vuln/SNYK-RUBY-SINATRA-6483832",External SSRF,Verify authenticity of received data before processing
CVE-2024-51408,AppSmith Community 1.8.3 before 1.46 allows SSRF via New DataSource for application/json requests to 169.254.169.254 to retrieve AWS metadata credentials.,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,CWE-918,"https://github.com/appsmithorg/appsmith/pull/29286, https://github.com/appsmithorg/appsmith/releases/tag/v1.46, https://github.com/jahithoque/Vulnerability-Research/tree/main/CVE-2024-51408",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
